Restrição de Atendimento,Escola,Código INEP,UF,Município,Localização,Localidade Diferenciada,Categoria Administrativa,Endereço,Telefone,Dependência Administrativa,Categoria Escola Privada,Conveniada Poder Público,Regulamentação pelo Conselho de Educação,Porte da Escola,Etapas e Modalidade de Ensino Oferecidas,Outras Ofertas Educacionais,Latitude,Longitude
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ALTO JATIBOCAS,32031238,ES,Itarana,Rural,Área onde se localizam povos e comunidades tradicionais,Pública,"ALTO JATIBOCAS, SN ZONA RURAL. ALTO JATIBOCAS. 29620-000 Itarana - ES.",(27) 96432920,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.0000755,-40.8910223
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF PROF JOSUE BALDOTTO,32031270,ES,Itarana,Rural,A escola não está em área de localização diferenciada,Pública,"RUA LIMOEIRO DE SANTO ANTONIO, SN ESTRADA. ZONA RURAL. 29620-000 Itarana - ES.",,Estadual,Não Informado,Não,Sim,Entre 51 e 200 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-19.9571352,-40.8230802
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF ALEYDE COSME,32031289,ES,Itarana,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA VALENTIN DE MARTIN, 303 CENTRO. 29620-000 Itarana - ES.",(27) 37201503,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.8695527,-40.8749741
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ALICE HOLZMEISTER,32031661,ES,Santa Leopoldina,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DIRETOR RUDIO, 40 PREDIO. CENTRO. 29640-000 Santa Leopoldina - ES.",(27) 32661145,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.1014983,-40.5287555
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM FREDERICO BOLDT,32032200,ES,Santa Maria de Jetibá,Rural,A escola não está em área de localização diferenciada,Pública,"RUA ARTHUR LEMKE, SN CARAMURU. 29645-000 Santa Maria de Jetibá - ES.",(27) 999540240,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.09625595,-40.67577589
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SAO LUIS,32032234,ES,Santa Maria de Jetibá,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA HENRIQUE JOAO JULIO KUSTER, 355 SAO LUIS. 29645-000 Santa Maria de Jetibá - ES.",(27) 32632297,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio","Atendimento Educacional Especializado, Atividade Complementar",-20.0033431,-40.7381924
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF HERMANN BERGER,32032269,ES,Santa Maria de Jetibá,Rural,Área onde se localizam povos e comunidades tradicionais,Pública,"RODOVIA DR AFONSO SCHWAB KM5, SN ZONA RURAL. SAO SEBASTIAO DE BELEM. 29645-000 Santa Maria de Jetibá - ES.",(27) 999600761,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.0493089,-40.703717
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM GRACA ARANHA,32032277,ES,Santa Maria de Jetibá,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ALFREDO POTRATZ, 131 CENTRO. 29645-000 Santa Maria de Jetibá - ES.",(27) 32632666,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.0294039,-40.7428789
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM FAZENDA EMILIO SCHROEDER,32032579,ES,Santa Maria de Jetibá,Rural,Área onde se localizam povos e comunidades tradicionais,Pública,"ALTO SANTA MARIA, 0 ZONA RURAL. ZONA RURAL. 29645-000 Santa Maria de Jetibá - ES.",(27) 998427489,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-20.1234843,-40.84027394
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ALTO RIO POSSMOSER,32032633,ES,Santa Maria de Jetibá,Urbana,Área onde se localizam povos e comunidades tradicionais,Pública,"RUA GERMANO AUGUSTO ALBERTO MARQUARDT, 412 ALTO RIO POSSMOSER. 29645-000 Santa Maria de Jetibá - ES.",(27) 996558636,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.0664215,-40.8435108
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JOSE PINTO COELHO,32032951,ES,Santa Teresa,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA BARAO ORLANDO BONFIM, 978 VILA NOVA. 29650-000 Santa Teresa - ES.",(27) 96657476,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.9397712,-40.6091997
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEUEF MARIA JULITA,32033443,ES,Santa Teresa,Rural,Área de assentamento,Pública,"ASSENTAMENTO VALE DA ESPERANCA, SN ZONA RURAL. 29654-000 Santa Teresa - ES.",(27) 36369752,Estadual,Não Informado,Não,Sim,Até 50 matrículas de escolarização,Ensino Fundamental,,-19.7987451,-40.6323998
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM FREDERICO PRETTI,32033478,ES,Santa Teresa,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROJETADA, SN SAO JOAO DE PETROPOLIS. 29660-000 Santa Teresa - ES.",(27) 999927125,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-19.8129174,-40.6774998
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM DAVID ROLDI,32033540,ES,São Roque do Canaã,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA JOAO GUERINI, 300 VILA VERDE. 29665-000 São Roque do Canaã - ES.",(27) 96013071,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-19.7513152,-40.6572632
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM CEL OLIMPIO CUNHA,32033745,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA MARIO ARAUJO, 13 ESCOLA. SANTANA. 29154-100 Cariacica - ES.",(27) 30930330,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.3114231,-40.3911962
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM MARIA DE LOURDES POYARES LABUTO,32033796,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROFESSOR OSVALDO MENEGUEL, SN TABAJARA. 29154-407 Cariacica - ES.",(27) 33861734,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.302642,-40.3936796
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JOSE RODRIGUES COUTINHO,32033826,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA SAO PAULO, 696 SANTO ANTONIO. 29156-805 Cariacica - ES.",(27) 33963673,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.3011387,-40.4050813
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SATURNINO RANGEL MAURO,32033940,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SESSENTA E UM, 58 QD 76. NOVA ROSA DA PENHA I. 29157-432 Cariacica - ES.",(27) 32843878,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.262265,-40.381915
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ANA LOPES BALESTRERO,32034016,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LOURIVAL DE ALMEIDA, 32 FLEXAL I. 29156-236 Cariacica - ES.",(27) 32368994,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.2892883,-40.37809
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM SAO JOAO BATISTA - CARIACICA,32034040,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RODOVIA JOSE SETTE, SN SAO JOAO BATISTA. 29140-010 Cariacica - ES.",(27) 32541519,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.27374555,-40.41355426
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFMTI ITAGIBA ESCOBAR,32034636,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA LUCILIO CHAGAS, ALTO BOA VISTA. 29152-272 Cariacica - ES.",(27) 33960248,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Ensino Médio",Atendimento Educacional Especializado,-20.321885,-40.3664901
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JOSE VITOR FILHO,32034644,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA EMILIO CHAGAS, SN VILA INDEPENDENCIA. 29148-650 Cariacica - ES.",(27) 33436515,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.33288001,-40.40792273
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JESUS CRISTO REI,32034652,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PADRE LEANDRO DEL HOMO, SN ESCOLA. SAO FRANCISCO. 29145-405 Cariacica - ES.",(27) 33435104,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.3492974,-40.4063497
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM JOAO CRISOSTOMO BELESA,32034679,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SETOR DA CVRD, 1132 PORTO DE SANTANA. 29140-010 Cariacica - ES.",(27) 31120033,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.3126967,-40.3673602
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM MARIANO FIRME DE SOUZA,32034741,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PEDRO II, 21 BANDEIRANTES. 29142-100 Cariacica - ES.",(27) 33165610,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.362211,-40.3676403
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFTI PRESIDENTE CASTELO BRANCO,32034814,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA DO SESI, SN PORTO DE SANTANA. 29153-076 Cariacica - ES.",(27) 33661746,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-20.3082968,-40.3671841
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI PROFESSORA MARIA PENEDO,32034857,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA TRINTA E UM DE MARCO, SN ITACIBA. 29150-015 Cariacica - ES.",(27) 32861048,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.3264069,-40.3743092
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF STELLITA RAMOS,32034920,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"TRAVESSA DONA CALOCHI, 121 PORTO NOVO. 29155-433 Cariacica - ES.",(27) 992875022,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-20.3009168,-40.3625431
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM THEODOMIRO RIBEIRO COELHO,32034954,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SAO JOSE, 533 NOVO HORIZONTE. 29158-105 Cariacica - ES.",(27) 32262107,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-20.3353908,-40.4229679
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ALZIRA RAMOS,32035004,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PRINCIPAL, SN RIO MARINHO. 29142-340 Cariacica - ES.",(27) 33166460,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-20.3806658,-40.3696219
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM ARY PARREIRAS,32035012,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA FUNDAO, SN VILA CAPIXABA. 29148-140 Cariacica - ES.",(27) 21415611,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional",Atendimento Educacional Especializado,-20.3371484,-40.3955714
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM HUNNEY EVEREST PIOVESAN,32035039,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CARLOS ROGERIO JESUS GOMES, SN MORADA DE SANTA FE. 29143-738 Cariacica - ES.",(27) 33360565,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.3469718,-40.38694
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF MARIA DE LOURDES SANTOS SILVA,32035063,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA SANTA LUCIA, SN ALTO LAGE. 29151-085 Cariacica - ES.",(27) 32262140,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.3294737,-40.3682496
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF JOAQUIM BARBOSA QUITIBA,32035080,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA CLARICIO ALVES RIBEIRO, 138 ITANGUA. 29149-800 Cariacica - ES.",(27) 32841316,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.3287307,-40.390851
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,CEEFMTI PROFESSOR JOSE LEAO NUNES,32035098,ES,Cariacica,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA PERIMETRAL, SN VALE DA ESPERANCA. 29141-010 Cariacica - ES.",(27) 32262426,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.3451273,-40.3652207
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM CAMPINHO,32035390,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PINGO DE OURO, 500 CAMPINHO DA SERRA I. 29178-029 Serra - ES.",(27) 99008928,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.1406497,-40.2873494
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM GETULIO PIMENTEL LOUREIRO,32035403,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA PROJETADA, SN SERRA. JARDIM GUANABARA. 29177-520 Serra - ES.",(27) 32511608,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.1192577,-40.3013828
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF PROFESSORA ADEVALNI AZEVEDO,32035470,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"AVENIDA VEREADOR JORGE CACULO, SN ESCOLA. CAMPINHO DA SERRA II. 29178-106 Serra - ES.",(27) 92241548,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,"Ensino Fundamental, Educação de Jovens Adultos",Atendimento Educacional Especializado,-20.146133,-40.2932355
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROFESSOR JOAO ANTUNES DAS DORES,32035500,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"ALAMEDA DOS ESTUDANTES, SN BLOCO A. PLANALTO SERRANO. 29178-209 Serra - ES.",(27) 99104635,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Fundamental, Ensino Médio, Educação Profissional, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.1345597,-40.2867927
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEFM PROF JOAO LOYOLA,32035519,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA BARNABE DO NASCIMENTO NEVES, SN SERRA CENTRO. 29176-035 Serra - ES.",(27) 32511566,Estadual,Não Informado,Não,Sim,Mais de 1000 matrículas de escolarização,"Ensino Médio, Educação de Jovens Adultos","Atendimento Educacional Especializado, Atividade Complementar",-20.1237235,-40.3079923
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEM CLOVIS BORGES MIGUEL,32035527,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA ESTUDANTES, SN PREDIO ESCOLAR. SANTO ANTONIO. 29178-679 Serra - ES.",(27) 32510764,Estadual,Não Informado,Não,Sim,Entre 501 e 1000 matrículas de escolarização,"Ensino Médio, Educação Profissional","Atendimento Educacional Especializado, Atividade Complementar",-20.1307738,-40.3083182
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO,EEEF PREFEITO JOSE MARIA MIGUEL FEU ROSA,32036027,ES,Serra,Urbana,A escola não está em área de localização diferenciada,Pública,"RUA 22 DE ABRIL, SN MANGUINHOS. 29173-041 Serra - ES.",(27) 30950335,Estadual,Não Informado,Não,Sim,Entre 201 e 500 matrículas de escolarização,Ensino Fundamental,Atendimento Educacional Especializado,-20.1937762,-40.1929669
